from_lat,from_lon,to_lat,to_lon,tftf_ms,dijkstra_ms,astar_ms,found_tftf,found_dijkstra,found_astar,tftf_routes,dijkstra_routes,astar_routes,,,,,,,,
8.49624,124.641,8.49911,124.637,108,45,45,1,1,1,2,1,1,,,,,,,,
8.47829,124.631,8.45337,124.624,171,163,96,1,1,1,2,2,2,,,,,,,,
8.49863,124.65,8.51277,124.628,109,64,48,1,1,1,2,1,1,,,,,,,,
8.49392,124.638,8.50061,124.636,100,46,44,1,1,1,2,1,1,,,,,,,,
8.47443,124.649,8.4784,124.627,130,93,58,1,1,1,2,1,1,,,,,,,,
8.47693,124.629,8.47344,124.608,166,99,69,1,1,1,2,1,1,,,,,,,,
8.48405,124.657,8.48831,124.642,108,53,48,1,1,1,2,1,1,,,,,,,,
8.46946,124.606,8.47423,124.61,124,46,46,1,1,1,1,1,1,,,,,,,,
8.44556,124.637,8.45582,124.633,101,46,46,1,1,1,1,1,1,,,,,,,,
8.47276,124.619,8.47413,124.613,129,54,51,1,1,1,2,1,1,,,,,,,,
8.17345,124.536,8.29568,124.579,115,56,58,1,1,1,2,1,1,,,,,,,,
8.47266,124.616,8.46506,124.585,137,101,63,1,1,1,2,1,1,,,,,,,,
8.48616,124.65,8.48315,124.646,111,46,46,1,1,1,1,1,1,,,,,,,,
8.47829,124.631,8.44358,124.595,121,251,202,1,1,1,2,1,1,,,,,,,,
8.4642,124.625,8.46189,124.625,113,45,44,1,1,1,2,1,1,,,,,,,,
8.47471,124.625,8.4751,124.611,180,63,57,1,1,1,2,1,1,,,,,,,,
8.48743,124.645,8.50061,124.642,109,61,50,1,1,1,2,1,1,,,,,,,,
8.47873,124.638,8.48756,124.63,116,77,57,1,1,1,2,1,1,,,,,,,,
8.46157,124.619,8.47486,124.625,147,54,54,1,1,1,1,1,1,,,,,,,,
8.48327,124.644,8.48155,124.644,107,44,46,1,1,1,1,1,1,,,,,,,,
8.48133,124.637,8.47832,124.647,171,57,48,1,1,1,2,1,1,,,,,,,,
8.47945,124.645,8.48491,124.647,107,48,47,1,1,1,1,1,1,,,,,,,,
8.29742,124.537,8.30965,124.546,97,46,47,1,1,1,1,1,1,,,,,,,,
8.46536,124.607,8.47359,124.633,127,70,72,1,1,1,1,4,5,,,,,,,,
8.48487,124.655,8.48856,124.66,106,48,48,1,1,1,1,1,1,,,,,,,,
8.48366,124.647,8.48708,124.63,116,93,58,1,1,1,1,4,4,,,,,,,,
8.49296,124.632,8.48641,124.648,117,54,51,1,1,1,1,1,2,,,,,,,,
8.48873,124.65,8.4921,124.651,110,46,45,1,1,1,2,1,1,,,,,,,,
8.48688,124.631,8.47928,124.637,115,54,49,1,1,1,2,2,2,,,,,,,,
8.46004,124.626,8.47316,124.63,122,49,50,1,1,1,2,1,1,,,,,,,,
8.47371,124.62,8.44447,124.577,107,202,78,1,1,1,2,1,1,,,,,,,,
8.48527,124.659,8.50448,124.625,120,119,60,1,1,1,2,2,3,,,,,,,,
8.50378,124.64,8.47966,124.656,112,115,66,1,1,1,2,3,3,,,,,,,,
8.46909,124.589,8.4969,124.614,127,65,51,1,1,1,1,1,1,,,,,,,,
8.48655,124.647,8.48756,124.63,106,126,94,1,1,1,1,4,4,,,,,,,,
8.47405,124.598,8.44656,124.586,107,67,52,1,1,1,2,1,1,,,,,,,,
8.49403,124.641,8.49957,124.623,123,141,76,1,1,1,2,4,4,,,,,,,,
8.48385,124.657,8.48644,124.648,109,48,47,1,1,1,2,1,1,,,,,,,,
8.48064,124.591,8.47629,124.583,104,46,45,1,1,1,2,1,1,,,,,,,,
8.40647,124.57,8.40026,124.562,143,46,47,1,1,1,2,1,1,,,,,,,,
8.51088,124.637,8.51058,124.634,111,45,47,1,1,1,2,1,1,,,,,,,,
8.50302,124.646,8.4804,124.629,118,100,64,1,1,1,2,5,5,,,,,,,,
8.38782,124.547,8.37374,124.503,124,63,62,1,1,1,2,1,1,,,,,,,,
8.48477,124.659,8.48266,124.633,124,86,70,1,1,1,2,4,3,,,,,,,,
8.47823,124.656,8.48418,124.657,107,46,48,1,1,1,1,1,1,,,,,,,,
8.50445,124.619,8.4921,124.633,112,57,51,1,1,1,2,1,1,,,,,,,,
8.47678,124.626,8.47081,124.643,129,78,62,1,1,1,1,2,2,,,,,,,,
8.48571,124.636,8.50983,124.637,109,124,55,1,1,1,2,1,1,,,,,,,,
8.45991,124.626,8.47114,124.643,117,73,59,1,1,1,1,2,2,,,,,,,,
8.47274,124.619,8.47007,124.646,128,99,75,1,1,1,1,3,4,,,,,,,,
8.45588,124.633,8.45231,124.632,101,44,46,1,1,1,2,1,1,,,,,,,,
8.48529,124.637,8.47828,124.633,117,67,63,1,1,1,2,1,1,,,,,,,,
8.48414,124.596,8.48792,124.603,131,49,48,1,1,1,1,1,1,,,,,,,,
8.49298,124.652,8.50239,124.645,108,49,48,1,1,1,1,1,1,,,,,,,,
8.49624,124.641,8.48902,124.64,111,47,45,1,1,1,1,1,1,,,,,,,,
8.29698,124.589,8.46202,124.619,105,60,62,1,1,1,2,5,5,,,,,,,,
8.47525,124.611,8.47213,124.617,127,50,49,1,1,1,1,1,1,,,,,,,,
8.39747,124.557,8.3976,124.533,133,56,57,1,1,1,2,1,1,,,,,,,,
8.4004,124.563,8.47866,124.628,149,94,81,1,1,1,2,4,4,,,,,,,,
8.50857,124.651,8.49995,124.623,109,110,68,1,1,1,2,4,5,,,,,,,,
8.48274,124.638,8.49055,124.628,118,72,55,1,1,1,2,1,1,,,,,,,,
8.48423,124.658,8.49124,124.634,120,66,51,1,1,1,2,2,2,,,,,,,,
8.42991,124.617,8.47558,124.626,146,82,67,1,1,1,1,2,3,,,,,,,,
8.46673,124.609,8.4651,124.612,102,44,44,1,1,1,1,1,1,,,,,,,,
8.49987,124.642,8.50245,124.643,109,44,44,1,1,1,2,1,1,,,,,,,,
8.48919,124.639,8.48445,124.639,123,49,46,1,1,1,2,1,1,,,,,,,,
8.5071,124.636,8.48481,124.638,124,71,58,1,1,1,2,3,1,,,,,,,,
8.4846,124.639,8.4902,124.628,119,65,53,1,1,1,2,1,1,,,,,,,,
8.47307,124.638,8.50173,124.645,127,153,82,1,1,1,2,4,3,,,,,,,,
8.48787,124.643,8.49532,124.631,122,57,58,1,1,1,1,1,1,,,,,,,,
8.47544,124.613,8.47442,124.649,132,113,83,1,1,1,1,6,7,,,,,,,,
8.47414,124.647,8.47434,124.65,124,46,46,1,1,1,2,1,1,,,,,,,,
8.44037,124.566,8.47028,124.59,105,48,50,1,1,1,1,2,2,,,,,,,,
8.50919,124.649,8.5013,124.645,114,47,47,1,1,1,1,1,1,,,,,,,,
8.4954,124.626,8.4846,124.639,118,49,49,1,1,1,2,2,1,,,,,,,,
8.47421,124.631,8.48527,124.659,130,154,110,1,1,1,2,5,5,,,,,,,,
8.46305,124.632,8.44674,124.631,100,50,47,1,1,1,2,1,1,,,,,,,,
8.37589,124.513,8.39371,124.55,124,57,60,1,1,1,1,1,1,,,,,,,,
8.4808,124.658,8.48644,124.648,111,54,51,1,1,1,2,2,2,,,,,,,,
8.46066,124.626,8.42427,124.606,116,128,56,1,1,1,2,1,1,,,,,,,,
8.50955,124.645,8.48678,124.647,104,60,55,1,1,1,2,3,4,,,,,,,,
8.48471,124.638,8.50921,124.637,121,125,58,1,1,1,2,1,1,,,,,,,,
8.49163,124.654,8.51261,124.624,119,127,50,1,1,1,2,1,1,,,,,,,,
8.4925,124.633,8.4845,124.659,120,84,53,1,1,1,1,2,1,,,,,,,,
8.47866,124.603,8.45744,124.584,129,53,47,1,1,1,2,1,1,,,,,,,,
8.48051,124.606,8.4621,124.584,116,50,47,1,1,1,2,1,1,,,,,,,,
8.47798,124.628,8.47294,124.636,163,57,50,1,1,1,1,1,1,,,,,,,,
8.46984,124.629,8.47928,124.637,120,67,58,1,1,1,2,1,2,,,,,,,,
8.50231,124.645,8.49472,124.652,109,49,47,1,1,1,1,1,1,,,,,,,,
8.42916,124.614,8.4282,124.613,129,44,47,1,1,1,2,1,1,,,,,,,,
8.48743,124.645,8.50438,124.62,109,134,62,1,1,1,2,1,2,,,,,,,,
8.50656,124.624,8.48688,124.631,117,63,54,1,1,1,1,1,1,,,,,,,,
8.43474,124.619,8.47343,124.638,140,73,58,1,1,1,2,3,3,,,,,,,,
8.50924,124.646,8.4889,124.64,111,54,49,1,1,1,1,2,1,,,,,,,,
8.47826,124.602,8.47959,124.604,115,43,45,1,1,1,1,1,1,,,,,,,,
8.51326,124.638,8.50656,124.624,113,54,52,1,1,1,2,3,2,,,,,,,,
8.48474,124.638,8.47695,124.651,130,77,53,1,1,1,2,2,3,,,,,,,,
8.48123,124.645,8.51091,124.633,117,150,64,1,1,1,2,1,1,,,,,,,,
8.50421,124.613,8.48589,124.65,122,89,57,1,1,1,2,2,2,,,,,,,,
8.47286,124.604,8.4756,124.611,132,47,47,1,1,1,1,1,1,,,,,,,,
8.47916,124.656,8.47548,124.648,110,47,45,1,1,1,1,1,1,,,,,,,,
8.47121,124.642,8.46997,124.645,116,49,47,1,1,1,1,1,1,,,,,,,,
8.48301,124.631,8.4811,124.638,130,48,46,1,1,1,2,1,1,,,,,,,,
8.49052,124.635,8.50851,124.624,119,68,50,1,1,1,2,2,3,,,,,,,,
8.42831,124.613,8.43004,124.614,129,44,46,1,1,1,2,1,1,,,,,,,,
8.48491,124.647,8.51001,124.635,117,127,59,1,1,1,2,1,1,,,,,,,,
8.48256,124.638,8.48063,124.629,120,64,55,1,1,1,1,1,1,,,,,,,,
8.47237,124.617,8.47053,124.643,128,94,74,1,1,1,1,5,5,,,,,,,,
8.50539,124.625,8.48635,124.648,118,72,55,1,1,1,2,1,2,,,,,,,,
8.48699,124.63,8.47979,124.637,113,52,49,1,1,1,1,2,2,,,,,,,,
8.47335,124.63,8.47287,124.634,122,49,62,1,1,1,1,1,1,,,,,,,,
8.30884,124.546,8.46202,124.619,114,68,68,1,1,1,2,5,5,,,,,,,,
8.50885,124.643,8.48787,124.643,104,53,53,1,1,1,1,3,1,,,,,,,,
8.48525,124.654,8.48812,124.642,109,50,47,1,1,1,1,1,1,,,,,,,,
8.48679,124.647,8.49088,124.634,113,56,49,1,1,1,2,1,1,,,,,,,,
8.47636,124.585,8.4833,124.631,111,79,78,1,1,1,2,4,3,,,,,,,,
8.49438,124.626,8.49876,124.624,113,44,45,1,1,1,2,1,1,,,,,,,,
8.5026,124.644,8.48423,124.658,111,82,52,1,1,1,2,3,3,,,,,,,,
8.4839,124.61,8.47879,124.603,112,45,47,1,1,1,1,1,1,,,,,,,,
8.47345,124.608,8.47195,124.618,126,51,50,1,1,1,1,1,1,,,,,,,,
8.49151,124.628,8.5026,124.644,115,144,78,1,1,1,2,5,4,,,,,,,,
8.42274,124.609,8.45345,124.64,105,113,64,1,1,1,2,1,1,,,,,,,,
8.39965,124.532,8.39378,124.55,125,52,51,1,1,1,1,1,1,,,,,,,,
8.47428,124.649,8.47486,124.625,134,110,76,1,1,1,2,1,1,,,,,,,,
8.38302,124.515,8.3954,124.552,124,57,59,1,1,1,1,1,1,,,,,,,,
8.48037,124.644,8.51001,124.635,115,156,62,1,1,1,2,1,1,,,,,,,,
8.47558,124.65,8.47916,124.638,142,64,59,1,1,1,2,2,2,,,,,,,,
8.39505,124.559,8.37351,124.561,111,54,49,1,1,1,2,1,1,,,,,,,,
8.48756,124.63,8.47924,124.637,114,53,50,1,1,1,1,1,2,,,,,,,,
8.41117,124.612,8.39716,124.555,149,93,56,1,1,1,2,1,1,,,,,,,,
8.4722,124.618,8.47457,124.622,127,52,51,1,1,1,1,1,1,,,,,,,,
8.4708,124.642,8.47092,124.642,117,46,47,1,1,1,2,1,1,,,,,,,,
8.471,124.642,8.47693,124.629,127,66,60,1,1,1,2,1,1,,,,,,,,
8.50383,124.608,8.4915,124.633,118,62,53,1,1,1,1,2,2,,,,,,,,
8.50873,124.637,8.50321,124.64,109,48,47,1,1,1,1,1,1,,,,,,,,
8.50358,124.621,8.50164,124.622,112,45,45,1,1,1,1,1,1,,,,,,,,
8.48699,124.632,8.48327,124.638,113,48,46,1,1,1,1,1,1,,,,,,,,
8.47276,124.619,8.45829,124.607,131,91,70,1,1,1,2,1,1,,,,,,,,
8.48727,124.63,8.47953,124.637,116,53,50,1,1,1,2,2,2,,,,,,,,
8.4835,124.65,8.5036,124.594,106,209,70,1,1,1,2,2,2,,,,,,,,
8.40907,124.613,8.47317,124.62,138,75,61,1,1,1,1,3,3,,,,,,,,
8.44332,124.595,8.44474,124.588,97,45,46,1,1,1,1,1,1,,,,,,,,
8.49578,124.652,8.50351,124.64,114,50,48,1,1,1,2,1,1,,,,,,,,
8.4987,124.632,8.48653,124.659,114,99,56,1,1,1,1,4,3,,,,,,,,
8.47245,124.647,8.40596,124.601,105,270,95,1,1,1,2,1,1,,,,,,,,
8.43078,124.617,8.46393,124.625,125,61,53,1,1,1,2,4,4,,,,,,,,
8.48552,124.639,8.48125,124.629,109,64,54,1,1,1,1,1,2,,,,,,,,
8.47263,124.63,8.47266,124.638,126,54,52,1,1,1,1,2,1,,,,,,,,
8.48474,124.638,8.49839,124.638,120,72,54,1,1,1,2,1,1,,,,,,,,
8.47435,124.615,8.4619,124.606,132,63,58,1,1,1,2,1,1,,,,,,,,
8.29581,124.531,8.3083,124.545,99,47,47,1,1,1,1,1,1,,,,,,,,
8.47437,124.615,8.48165,124.607,123,72,64,1,1,1,2,1,1,,,,,,,,
8.47311,124.635,8.4709,124.642,114,59,58,1,1,1,1,1,1,,,,,,,,
8.47681,124.638,8.48768,124.626,107,103,65,1,1,1,1,1,1,,,,,,,,
8.47841,124.647,8.503,124.643,108,139,72,1,1,1,2,1,1,,,,,,,,
8.50359,124.605,8.48409,124.596,133,60,52,1,1,1,2,1,1,,,,,,,,
8.47191,124.627,8.47537,124.628,120,46,46,1,1,1,1,1,1,,,,,,,,
8.39142,124.52,8.39622,124.558,143,61,59,1,1,1,1,2,2,,,,,,,,
8.49377,124.641,8.48112,124.629,135,73,58,1,1,1,2,1,1,,,,,,,,
8.50453,124.633,8.4925,124.633,111,50,47,1,1,1,1,2,1,,,,,,,,
8.39888,124.56,8.4748,124.622,146,102,91,1,1,1,2,4,4,,,,,,,,
8.47859,124.628,8.47166,124.64,168,74,61,1,1,1,2,2,2,,,,,,,,
8.48502,124.646,8.50298,124.641,115,84,54,1,1,1,2,1,1,,,,,,,,
8.47155,124.629,8.46533,124.626,115,49,48,1,1,1,2,1,1,,,,,,,,
8.50676,124.654,8.50884,124.649,109,45,45,1,1,1,1,1,1,,,,,,,,
8.48462,124.639,8.48156,124.637,119,48,48,1,1,1,1,1,1,,,,,,,,
8.4886,124.641,8.48266,124.646,109,55,51,1,1,1,2,1,1,,,,,,,,
8.48814,124.658,8.47933,124.638,109,75,68,1,1,1,1,4,3,,,,,,,,
8.47191,124.639,8.4705,124.643,121,46,48,1,1,1,1,1,1,,,,,,,,
8.31153,124.553,8.29261,124.521,99,49,49,1,1,1,1,1,1,,,,,,,,
8.46285,124.632,8.45821,124.633,101,44,46,1,1,1,2,1,1,,,,,,,,
8.47741,124.649,8.47578,124.646,115,46,47,1,1,1,2,1,1,,,,,,,,
8.48539,124.637,8.48539,124.637,115,46,47,1,1,1,1,1,1,,,,,,,,
8.49878,124.635,8.49634,124.635,100,44,44,1,1,1,1,1,1,,,,,,,,
8.51382,124.639,8.50467,124.637,110,48,48,1,1,1,1,2,2,,,,,,,,
8.48329,124.594,8.50429,124.615,131,64,55,1,1,1,1,2,1,,,,,,,,
8.48983,124.65,8.50231,124.645,111,56,49,1,1,1,2,1,1,,,,,,,,
8.48891,124.652,8.48608,124.65,109,44,45,1,1,1,1,1,1,,,,,,,,
8.50076,124.635,8.48233,124.638,113,55,52,1,1,1,2,1,1,,,,,,,,
8.49524,124.652,8.47741,124.649,112,61,52,1,1,1,2,3,4,,,,,,,,
8.47759,124.649,8.5125,124.637,118,160,74,1,1,1,2,3,3,,,,,,,,
8.49972,124.632,8.48489,124.655,108,91,54,1,1,1,1,2,1,,,,,,,,
8.49849,124.631,8.48528,124.654,112,76,53,1,1,1,1,4,2,,,,,,,,
8.45929,124.615,8.4665,124.611,95,47,45,1,1,1,1,1,1,,,,,,,,
8.4601,124.626,8.46051,124.626,115,45,46,1,1,1,1,1,1,,,,,,,,
8.47661,124.638,8.48321,124.638,113,49,48,1,1,1,1,1,1,,,,,,,,
8.29113,124.521,8.29159,124.522,99,46,45,1,1,1,1,1,1,,,,,,,,
8.48777,124.627,8.48577,124.636,106,47,46,1,1,1,1,1,1,,,,,,,,
8.47847,124.638,8.49957,124.623,115,129,65,1,1,1,2,1,1,,,,,,,,
8.47627,124.599,8.45065,124.583,130,61,49,1,1,1,2,1,1,,,,,,,,
8.48671,124.647,8.49302,124.632,108,63,51,1,1,1,1,2,1,,,,,,,,
8.29831,124.579,8.4317,124.617,139,57,55,1,1,1,2,2,2,,,,,,,,
8.47408,124.628,8.47051,124.646,117,76,58,1,1,1,1,2,2,,,,,,,,
8.47224,124.635,8.47311,124.635,117,46,49,1,1,1,2,1,1,,,,,,,,
8.47827,124.628,8.47429,124.647,163,89,65,1,1,1,1,2,4,,,,,,,,
8.50912,124.647,8.48688,124.646,113,58,54,1,1,1,2,2,2,,,,,,,,
8.48608,124.65,8.50335,124.601,123,191,67,1,1,1,2,2,2,,,,,,,,
8.44037,124.571,8.47586,124.612,109,53,54,1,1,1,2,2,2,,,,,,,,
8.49358,124.627,8.47779,124.643,116,76,59,1,1,1,2,4,2,,,,,,,,
8.48074,124.658,8.48303,124.658,111,46,48,1,1,1,1,1,1,,,,,,,,
8.48528,124.654,8.49936,124.632,112,91,56,1,1,1,1,1,1,,,,,,,,
8.47336,124.607,8.472,124.618,125,51,54,1,1,1,1,1,1,,,,,,,,
8.47661,124.638,8.47548,124.647,118,55,46,1,1,1,2,1,1,,,,,,,,
8.47305,124.636,8.47346,124.608,115,154,91,1,1,1,2,2,1,,,,,,,,
8.37374,124.611,8.41015,124.612,161,48,50,1,1,1,1,3,3,,,,,,,,
8.50071,124.635,8.49411,124.638,99,45,45,1,1,1,1,1,1,,,,,,,,
8.39491,124.522,8.38823,124.514,127,47,46,1,1,1,2,1,1,,,,,,,,
8.37332,124.609,8.40394,124.611,160,48,50,1,1,1,1,2,2,,,,,,,,
8.51266,124.625,8.48445,124.639,121,76,54,1,1,1,2,1,2,,,,,,,,
8.48653,124.659,8.50046,124.632,111,101,67,1,1,1,1,1,1,,,,,,,,
8.47559,124.613,8.47498,124.613,128,47,48,1,1,1,1,1,1,,,,,,,,
8.4786,124.627,8.4803,124.637,159,61,58,1,1,1,2,3,3,,,,,,,,
8.44757,124.586,8.48137,124.629,107,65,74,1,1,1,2,6,3,,,,,,,,
8.4811,124.638,8.48552,124.652,116,88,57,1,1,1,2,2,2,,,,,,,,
8.45535,124.624,8.43616,124.62,122,52,49,1,1,1,2,1,1,,,,,,,,
8.44605,124.58,8.44353,124.577,97,44,45,1,1,1,1,1,1,,,,,,,,
8.42636,124.61,8.45482,124.641,105,120,68,1,1,1,2,1,1,,,,,,,,
8.47571,124.626,8.47277,124.619,180,51,51,1,1,1,2,1,1,,,,,,,,
8.49383,124.641,8.49873,124.642,108,45,46,1,1,1,2,1,1,,,,,,,,
8.48447,124.639,8.42629,124.61,128,248,121,1,1,1,2,4,4,,,,,,,,
8.46051,124.626,8.48666,124.633,122,108,88,1,1,1,1,1,1,,,,,,,,
8.49914,124.635,8.50467,124.633,110,46,44,1,1,1,2,1,1,,,,,,,,
8.48583,124.639,8.50815,124.649,110,120,56,1,1,1,2,1,1,,,,,,,,
8.47823,124.656,8.48066,124.637,118,64,52,1,1,1,2,3,3,,,,,,,,
8.48733,124.63,8.4846,124.639,114,48,47,1,1,1,2,1,1,,,,,,,,
8.48699,124.63,8.47703,124.638,114,59,51,1,1,1,2,3,3,,,,,,,,
8.47171,124.64,8.4845,124.659,129,133,72,1,1,1,2,3,3,,,,,,,,
8.41935,124.613,8.40028,124.562,147,113,57,1,1,1,2,1,1,,,,,,,,
8.48707,124.639,8.51012,124.637,109,117,55,1,1,1,2,1,1,,,,,,,,
8.42998,124.615,8.41061,124.604,104,54,51,1,1,1,2,1,1,,,,,,,,
8.46775,124.609,8.4655,124.626,119,59,53,1,1,1,1,2,2,,,,,,,,
8.50425,124.614,8.50329,124.595,109,52,48,1,1,1,2,1,1,,,,,,,,
8.48473,124.638,8.50385,124.608,124,166,76,1,1,1,2,2,2,,,,,,,,
8.49037,124.64,8.47305,124.636,120,71,56,1,1,1,1,1,1,,,,,,,,
8.47409,124.614,8.48113,124.606,121,71,65,1,1,1,2,1,1,,,,,,,,
8.5035,124.621,8.48159,124.629,118,64,53,1,1,1,2,2,3,,,,,,,,
8.47254,124.626,8.47547,124.647,149,95,62,1,1,1,2,4,4,,,,,,,,
8.50458,124.624,8.50344,124.627,113,46,47,1,1,1,2,1,1,,,,,,,,
8.476,124.611,8.4918,124.612,120,99,74,1,1,1,2,1,1,,,,,,,,
8.5097,124.637,8.50305,124.642,107,48,49,1,1,1,1,1,1,,,,,,,,
8.4285,124.614,8.47015,124.629,133,57,56,1,1,1,2,3,3,,,,,,,,
8.49608,124.636,8.50507,124.634,107,47,46,1,1,1,2,1,1,,,,,,,,
8.48235,124.63,8.49118,124.628,130,102,74,1,1,1,2,4,4,,,,,,,,
8.46769,124.587,8.4762,124.626,133,65,64,1,1,1,1,3,4,,,,,,,,
8.47305,124.636,8.47067,124.634,119,47,49,1,1,1,2,1,1,,,,,,,,
8.47816,124.646,8.49429,124.632,131,113,59,1,1,1,2,3,3,,,,,,,,
8.40028,124.562,8.37832,124.515,129,70,67,1,1,1,2,1,1,,,,,,,,
8.47689,124.6,8.48047,124.611,113,46,46,1,1,1,1,1,1,,,,,,,,
8.51247,124.618,8.48231,124.635,126,89,67,1,1,1,2,5,4,,,,,,,,
8.42439,124.609,8.42163,124.633,105,53,52,1,1,1,1,1,1,,,,,,,,
8.47738,124.643,8.48192,124.637,117,53,48,1,1,1,2,2,2,,,,,,,,
8.4981,124.65,8.51277,124.627,112,70,50,1,1,1,2,1,1,,,,,,,,
8.48703,124.646,8.48688,124.631,114,69,54,1,1,1,1,2,2,,,,,,,,
8.48638,124.648,8.48687,124.633,107,67,55,1,1,1,1,2,2,,,,,,,,
8.45801,124.625,8.46994,124.646,117,85,63,1,1,1,2,2,2,,,,,,,,
8.49716,124.642,8.503,124.641,108,46,45,1,1,1,2,1,1,,,,,,,,
8.47847,124.628,8.47382,124.598,130,135,76,1,1,1,2,1,1,,,,,,,,
8.51202,124.63,8.50801,124.637,112,44,45,1,1,1,1,1,1,,,,,,,,
8.48529,124.637,8.47727,124.638,116,53,50,1,1,1,1,1,1,,,,,,,,
8.49001,124.657,8.50755,124.637,113,72,50,1,1,1,2,3,1,,,,,,,,
8.48077,124.658,8.48653,124.659,109,45,49,1,1,1,2,1,1,,,,,,,,
8.50303,124.641,8.50305,124.642,108,45,47,1,1,1,1,1,1,,,,,,,,
8.47281,124.604,8.47453,124.579,107,91,61,1,1,1,2,1,1,,,,,,,,
8.47563,124.613,8.47621,124.629,136,63,65,1,1,1,1,2,2,,,,,,,,
8.49965,124.6,8.48885,124.603,120,49,47,1,1,1,2,1,1,,,,,,,,
8.42722,124.616,8.47571,124.626,146,75,63,1,1,1,1,4,5,,,,,,,,
8.50439,124.621,8.50437,124.62,113,46,46,1,1,1,1,1,1,,,,,,,,
8.37572,124.507,8.38539,124.514,123,47,49,1,1,1,1,1,1,,,,,,,,
8.41868,124.613,8.39749,124.612,142,50,47,1,1,1,2,1,1,,,,,,,,
8.39504,124.523,8.45797,124.622,145,79,82,1,1,1,2,4,4,,,,,,,,
8.47931,124.637,8.49385,124.638,100,83,62,1,1,1,1,1,1,,,,,,,,
8.4611,124.626,8.42269,124.609,126,121,54,1,1,1,2,1,1,,,,,,,,
8.47866,124.628,8.50436,124.618,175,192,129,1,1,1,2,9,10,,,,,,,,
8.48452,124.639,8.49156,124.628,120,66,53,1,1,1,2,1,1,,,,,,,,
8.49741,124.631,8.48434,124.658,111,86,53,1,1,1,1,1,1,,,,,,,,
8.48491,124.655,8.50435,124.619,109,136,59,1,1,1,2,4,2,,,,,,,,
8.49172,124.641,8.48315,124.646,110,56,52,1,1,1,2,1,2,,,,,,,,
8.48571,124.636,8.48101,124.637,110,49,51,1,1,1,2,2,1,,,,,,,,
8.48462,124.639,8.48925,124.603,124,223,185,1,1,1,2,3,3,,,,,,,,
8.48814,124.649,8.4921,124.651,108,45,46,1,1,1,2,1,1,,,,,,,,
8.51277,124.627,8.50208,124.646,111,55,48,1,1,1,1,1,1,,,,,,,,
8.47288,124.638,8.47719,124.629,133,61,62,1,1,1,2,1,1,,,,,,,,
8.39828,124.612,8.30458,124.58,164,125,50,1,1,1,2,1,1,,,,,,,,
8.48678,124.647,8.47997,124.643,109,48,46,1,1,1,2,1,1,,,,,,,,
8.50492,124.634,8.50521,124.634,104,44,45,1,1,1,2,1,1,,,,,,,,
8.48109,124.645,8.4981,124.65,109,84,49,1,1,1,2,1,1,,,,,,,,
8.45765,124.625,8.4192,124.613,127,112,53,1,1,1,2,1,1,,,,,,,,
8.49378,124.632,8.48259,124.644,122,62,55,1,1,1,2,1,1,,,,,,,,
8.48764,124.66,8.50299,124.641,113,61,49,1,1,1,2,3,3,,,,,,,,
8.42793,124.617,8.19412,124.533,115,402,103,1,1,1,2,1,1,,,,,,,,
8.4889,124.64,8.48842,124.641,109,44,46,1,1,1,2,1,1,,,,,,,,
8.4692,124.633,8.46966,124.633,100,45,45,1,1,1,1,1,1,,,,,,,,
8.50107,124.623,8.48531,124.637,113,50,48,1,1,1,1,1,1,,,,,,,,
8.49014,124.653,8.49207,124.654,108,44,47,1,1,1,2,1,1,,,,,,,,
8.47693,124.629,8.47093,124.646,170,82,62,1,1,1,2,2,3,,,,,,,,
8.47893,124.628,8.51166,124.637,176,182,97,1,1,1,2,5,4,,,,,,,,
8.47341,124.63,8.45489,124.624,126,88,52,1,1,1,2,1,1,,,,,,,,
8.40041,124.563,8.40683,124.612,143,62,54,1,1,1,2,2,3,,,,,,,,
8.47307,124.636,8.45231,124.632,107,105,54,1,1,1,2,1,1,,,,,,,,
8.50905,124.648,8.50899,124.648,107,44,45,1,1,1,1,1,1,,,,,,,,
8.48868,124.641,8.48614,124.639,106,47,47,1,1,1,1,1,1,,,,,,,,
