from_lat,from_lon,to_lat,to_lon,tftf_ms,dijkstra_ms,astar_ms,found_tftf,found_dijkstra,found_astar,tftf_routes,dijkstra_routes,astar_routes,,,,,,,,
8.46144,124.626,8.44415,124.621,117,57,52,1,1,1,2,1,1,,,,,,,,
8.48764,124.66,8.48077,124.658,115,46,47,1,1,1,2,2,2,,,,,,,,
8.47204,124.618,8.47178,124.64,128,81,71,1,1,1,1,4,4,,,,,,,,
8.44875,124.64,8.42202,124.633,96,47,47,1,1,1,1,1,1,,,,,,,,
8.46843,124.609,8.46295,124.612,102,58,58,1,1,1,1,1,1,,,,,,,,
8.48109,124.645,8.48611,124.647,110,47,46,1,1,1,2,1,1,,,,,,,,
8.42653,124.611,8.44472,124.622,135,51,48,1,1,1,2,2,2,,,,,,,,
8.47103,124.643,8.47863,124.627,118,67,56,1,1,1,2,1,1,,,,,,,,
8.4811,124.638,8.50755,124.637,115,130,66,1,1,1,2,1,1,,,,,,,,
8.4832,124.638,8.48733,124.63,109,59,52,1,1,1,1,1,1,,,,,,,,
8.47663,124.629,8.47518,124.646,120,87,68,1,1,1,2,4,4,,,,,,,,
8.49669,124.635,8.48175,124.636,103,52,51,1,1,1,2,4,2,,,,,,,,
8.48598,124.65,8.4899,124.637,128,55,50,1,1,1,2,2,2,,,,,,,,
8.48359,124.594,8.50088,124.6,127,52,52,1,1,1,1,1,1,,,,,,,,
8.50851,124.624,8.48657,124.648,121,77,52,1,1,1,2,3,2,,,,,,,,
8.47631,124.638,8.47032,124.629,116,73,53,1,1,1,2,1,1,,,,,,,,
8.47337,124.608,8.47478,124.624,136,57,57,1,1,1,2,2,2,,,,,,,,
8.48166,124.645,8.50188,124.647,105,95,51,1,1,1,2,1,1,,,,,,,,
8.48686,124.631,8.48831,124.642,115,55,54,1,1,1,2,1,1,,,,,,,,
8.48292,124.639,8.48589,124.65,122,85,60,1,1,1,2,1,2,,,,,,,,
8.48822,124.642,8.48561,124.652,109,52,48,1,1,1,1,1,1,,,,,,,,
8.47796,124.627,8.38699,124.61,165,304,94,1,1,1,2,2,2,,,,,,,,
8.44965,124.632,8.45045,124.632,101,43,46,1,1,1,1,1,1,,,,,,,,
8.50148,124.633,8.49183,124.633,108,48,46,1,1,1,1,2,1,,,,,,,,
8.50484,124.643,8.48787,124.643,110,59,53,1,1,1,1,1,3,,,,,,,,
8.47661,124.638,8.48724,124.63,114,78,59,1,1,1,2,3,3,,,,,,,,
8.48371,124.61,8.46044,124.584,115,61,48,1,1,1,2,1,1,,,,,,,,
8.47539,124.646,8.48693,124.659,140,94,59,1,1,1,2,3,2,,,,,,,,
8.47779,124.643,8.48607,124.635,111,80,59,1,1,1,2,3,2,,,,,,,,
8.47979,124.637,8.48696,124.633,121,61,56,1,1,1,2,1,1,,,,,,,,
8.49725,124.642,8.50305,124.642,109,46,46,1,1,1,2,1,1,,,,,,,,
8.47471,124.625,8.43125,124.617,179,188,66,1,1,1,2,2,2,,,,,,,,
8.48259,124.644,8.50912,124.647,115,142,61,1,1,1,1,1,1,,,,,,,,
8.47681,124.638,8.42434,124.61,115,241,80,1,1,1,2,1,1,,,,,,,,
8.50453,124.633,8.5045,124.62,119,49,48,1,1,1,2,2,2,,,,,,,,
8.43474,124.619,8.45991,124.626,138,54,47,1,1,1,2,2,1,,,,,,,,
8.50303,124.641,8.50304,124.642,106,45,45,1,1,1,1,1,1,,,,,,,,
8.47424,124.62,8.47261,124.619,125,46,49,1,1,1,2,1,1,,,,,,,,
8.47424,124.613,8.47344,124.608,126,50,50,1,1,1,2,1,1,,,,,,,,
8.51248,124.629,8.49837,124.65,111,59,50,1,1,1,1,1,1,,,,,,,,
8.49107,124.651,8.50305,124.642,110,66,61,1,1,1,2,1,1,,,,,,,,
8.49507,124.652,8.48026,124.657,110,62,53,1,1,1,2,3,3,,,,,,,,
8.47496,124.623,8.47354,124.609,131,69,63,1,1,1,2,1,1,,,,,,,,
8.50906,124.648,8.48463,124.647,114,57,51,1,1,1,2,2,2,,,,,,,,
8.47424,124.631,8.47421,124.631,124,46,48,1,1,1,2,1,1,,,,,,,,
8.49015,124.64,8.48812,124.642,113,46,45,1,1,1,2,1,1,,,,,,,,
8.4973,124.631,8.49247,124.633,111,46,44,1,1,1,2,1,1,,,,,,,,
8.48558,124.652,8.48644,124.648,111,45,44,1,1,1,1,1,1,,,,,,,,
8.47107,124.643,8.47544,124.613,118,136,66,1,1,1,2,1,1,,,,,,,,
8.47301,124.636,8.43889,124.62,126,172,70,1,1,1,2,1,1,,,,,,,,
8.49725,124.642,8.50985,124.643,103,50,45,1,1,1,2,1,1,,,,,,,,
8.50256,124.627,8.48448,124.645,123,65,51,1,1,1,2,1,1,,,,,,,,
8.48133,124.637,8.39888,124.56,165,324,324,1,1,1,2,2,2,,,,,,,,
8.47321,124.638,8.4705,124.643,120,51,47,1,1,1,2,1,1,,,,,,,,
8.47931,124.637,8.47828,124.633,117,51,52,1,1,1,2,1,1,,,,,,,,
8.44003,124.564,8.47457,124.622,109,59,64,1,1,1,2,5,3,,,,,,,,
8.46061,124.626,8.47032,124.629,114,49,49,1,1,1,1,1,1,,,,,,,,
8.46994,124.646,8.47117,124.643,118,47,48,1,1,1,1,1,1,,,,,,,,
8.48722,124.63,8.49055,124.628,114,61,53,1,1,1,2,1,1,,,,,,,,
8.47479,124.625,8.47196,124.639,133,70,61,1,1,1,2,3,3,,,,,,,,
8.47549,124.647,8.47559,124.645,127,46,49,1,1,1,2,1,1,,,,,,,,
8.47849,124.646,8.48633,124.648,113,52,48,1,1,1,1,1,1,,,,,,,,
8.47908,124.628,8.49517,124.641,111,125,81,1,1,1,2,6,6,,,,,,,,
8.40082,124.61,8.45475,124.624,138,60,53,1,1,1,1,4,2,,,,,,,,
8.49876,124.624,8.49843,124.621,112,45,47,1,1,1,2,1,1,,,,,,,,
8.47472,124.596,8.47346,124.608,138,48,47,1,1,1,2,1,1,,,,,,,,
8.48477,124.659,8.48366,124.657,108,46,47,1,1,1,1,1,1,,,,,,,,
8.5047,124.643,8.48891,124.64,116,54,48,1,1,1,2,2,2,,,,,,,,
8.51248,124.629,8.49216,124.654,117,71,50,1,1,1,2,1,1,,,,,,,,
8.4302,124.616,8.42927,124.62,132,51,58,1,1,1,1,1,1,,,,,,,,
8.43922,124.563,8.43999,124.564,101,45,48,1,1,1,1,1,1,,,,,,,,
8.37267,124.561,8.43139,124.617,109,58,58,1,1,1,2,4,4,,,,,,,,
8.47062,124.646,8.47274,124.646,118,45,47,1,1,1,1,1,1,,,,,,,,
8.47859,124.643,8.47724,124.65,112,49,46,1,1,1,1,2,1,,,,,,,,
8.43482,124.619,8.47424,124.631,142,63,52,1,1,1,2,2,2,,,,,,,,
8.50265,124.643,8.50985,124.643,105,52,51,1,1,1,2,1,1,,,,,,,,
8.474,124.62,8.48122,124.599,141,117,73,1,1,1,2,1,1,,,,,,,,
8.45445,124.632,8.46326,124.632,101,46,48,1,1,1,1,1,1,,,,,,,,
8.48072,124.63,8.48686,124.631,124,50,48,1,1,1,2,1,1,,,,,,,,
8.47288,124.63,8.47066,124.629,127,46,48,1,1,1,2,1,1,,,,,,,,
8.49758,124.631,8.49488,124.631,112,46,47,1,1,1,1,1,1,,,,,,,,
8.47311,124.635,8.51117,124.637,118,186,98,1,1,1,2,3,3,,,,,,,,
8.51012,124.637,8.48363,124.631,117,87,73,1,1,1,1,4,4,,,,,,,,
8.50046,124.632,8.48743,124.645,108,58,52,1,1,1,1,3,2,,,,,,,,
8.48485,124.656,8.5042,124.612,110,159,62,1,1,1,2,4,3,,,,,,,,
8.44073,124.568,8.47299,124.62,108,58,62,1,1,1,2,5,4,,,,,,,,
8.48671,124.647,8.48648,124.647,110,45,47,1,1,1,2,1,1,,,,,,,,
8.48466,124.657,8.5046,124.624,114,123,59,1,1,1,1,3,2,,,,,,,,
8.50512,124.643,8.47556,124.649,114,113,66,1,1,1,2,6,5,,,,,,,,
8.47506,124.58,8.47313,124.601,106,52,50,1,1,1,1,2,2,,,,,,,,
8.4793,124.637,8.45865,124.633,110,110,58,1,1,1,2,1,1,,,,,,,,
8.47773,124.644,8.48633,124.648,111,52,48,1,1,1,2,1,1,,,,,,,,
8.44971,124.64,8.42732,124.626,96,75,47,1,1,1,1,1,1,,,,,,,,
8.49438,124.626,8.49788,124.624,111,43,46,1,1,1,2,1,1,,,,,,,,
8.48068,124.638,8.49813,124.645,102,107,61,1,1,1,2,1,1,,,,,,,,
8.50912,124.647,8.49517,124.641,112,50,51,1,1,1,1,1,1,,,,,,,,
8.47015,124.645,8.47088,124.642,119,56,54,1,1,1,2,1,1,,,,,,,,
8.48577,124.636,8.48478,124.638,112,45,46,1,1,1,2,1,1,,,,,,,,
8.47261,124.619,8.4735,124.608,129,60,61,1,1,1,2,1,1,,,,,,,,
8.45373,124.632,8.47299,124.637,110,48,46,1,1,1,2,1,1,,,,,,,,
8.47345,124.595,8.49043,124.611,117,56,51,1,1,1,1,1,1,,,,,,,,
8.49065,124.64,8.5081,124.637,115,86,50,1,1,1,2,1,1,,,,,,,,
8.49296,124.632,8.50367,124.606,117,103,53,1,1,1,2,1,2,,,,,,,,
8.4803,124.637,8.47453,124.632,124,71,61,1,1,1,2,1,1,,,,,,,,
8.48274,124.638,8.48868,124.641,121,52,51,1,1,1,2,1,1,,,,,,,,
8.47455,124.622,8.29163,124.59,108,357,192,1,1,1,2,2,2,,,,,,,,
8.48583,124.639,8.50405,124.626,109,106,55,1,1,1,2,3,3,,,,,,,,
8.48748,124.639,8.499,124.637,109,61,50,1,1,1,2,1,1,,,,,,,,
8.48531,124.637,8.48891,124.64,112,49,49,1,1,1,1,1,1,,,,,,,,
8.50273,124.621,8.50247,124.631,127,72,62,1,1,1,2,1,1,,,,,,,,
8.48465,124.639,8.48592,124.659,125,111,59,1,1,1,2,2,2,,,,,,,,
8.48561,124.652,8.48472,124.659,110,46,47,1,1,1,2,1,1,,,,,,,,
8.3094,124.57,8.3111,124.553,99,46,46,1,1,1,1,1,1,,,,,,,,
8.47441,124.576,8.47337,124.62,105,61,63,1,1,1,1,3,4,,,,,,,,
8.48623,124.602,8.50327,124.627,121,59,53,1,1,1,2,2,2,,,,,,,,
8.40084,124.61,8.40245,124.584,143,48,47,1,1,1,2,1,1,,,,,,,,
8.47932,124.644,8.47881,124.645,107,44,46,1,1,1,2,1,1,,,,,,,,
8.471,124.642,8.47414,124.633,124,65,69,1,1,1,2,1,1,,,,,,,,
8.49194,124.652,8.47963,124.638,124,77,62,1,1,1,2,3,3,,,,,,,,
8.474,124.62,8.37544,124.506,124,368,393,1,1,1,2,2,2,,,,,,,,
8.49603,124.631,8.50452,124.625,114,46,45,1,1,1,1,1,1,,,,,,,,
8.48789,124.643,8.47087,124.643,116,79,58,1,1,1,2,5,5,,,,,,,,
8.47077,124.643,8.46305,124.625,115,95,60,1,1,1,2,1,1,,,,,,,,
8.43675,124.62,8.45995,124.626,123,53,47,1,1,1,1,1,2,,,,,,,,
8.48655,124.648,8.48314,124.658,112,51,47,1,1,1,2,2,1,,,,,,,,
8.48467,124.639,8.49454,124.652,121,152,108,1,1,1,2,5,4,,,,,,,,
8.49265,124.633,8.49023,124.636,114,48,56,1,1,1,1,1,1,,,,,,,,
8.47486,124.621,8.4486,124.582,140,196,80,1,1,1,2,1,1,,,,,,,,
8.45533,124.584,8.50393,124.616,129,72,55,1,1,1,2,1,1,,,,,,,,
8.47315,124.634,8.4718,124.64,113,50,52,1,1,1,1,1,1,,,,,,,,
8.48332,124.657,8.47594,124.642,110,60,54,1,1,1,1,4,4,,,,,,,,
8.50635,124.643,8.48787,124.643,104,55,52,1,1,1,1,2,1,,,,,,,,
8.48446,124.657,8.50998,124.637,117,121,65,1,1,1,2,1,1,,,,,,,,
8.48117,124.629,8.48031,124.6,103,184,105,1,1,1,2,2,2,,,,,,,,
8.47867,124.627,8.4749,124.621,134,62,71,1,1,1,2,1,1,,,,,,,,
8.211,124.534,8.37413,124.611,130,61,56,1,1,1,2,1,1,,,,,,,,
8.44253,124.573,8.46158,124.584,107,47,46,1,1,1,1,2,1,,,,,,,,
8.47301,124.636,8.47321,124.638,123,46,49,1,1,1,1,1,1,,,,,,,,
8.48779,124.63,8.49127,124.64,113,54,50,1,1,1,2,1,1,,,,,,,,
8.50321,124.64,8.50188,124.647,111,48,46,1,1,1,1,1,1,,,,,,,,
8.46693,124.61,8.45991,124.626,102,46,46,1,1,1,1,2,1,,,,,,,,
8.42442,124.609,8.45175,124.623,136,53,52,1,1,1,2,3,3,,,,,,,,
8.50071,124.635,8.50427,124.637,110,45,46,1,1,1,2,1,1,,,,,,,,
8.49245,124.652,8.50755,124.637,111,82,57,1,1,1,2,1,1,,,,,,,,
8.4311,124.617,8.40384,124.611,145,59,51,1,1,1,2,1,1,,,,,,,,
8.50046,124.632,8.50002,124.632,127,52,59,1,1,1,1,1,1,,,,,,,,
8.51084,124.623,8.50444,124.619,117,49,49,1,1,1,2,2,1,,,,,,,,
8.48066,124.637,8.49725,124.642,171,86,54,1,1,1,2,1,1,,,,,,,,
8.4846,124.639,8.48144,124.637,125,49,50,1,1,1,2,1,1,,,,,,,,
8.48235,124.63,8.40788,124.613,139,347,111,1,1,1,2,1,1,,,,,,,,
8.50387,124.608,8.48473,124.639,121,70,56,1,1,1,2,2,3,,,,,,,,
8.44601,124.631,8.4533,124.633,109,46,48,1,1,1,1,1,1,,,,,,,,
8.4603,124.614,8.46828,124.609,104,45,46,1,1,1,2,1,1,,,,,,,,
8.48244,124.644,8.50359,124.604,122,200,85,1,1,1,2,3,3,,,,,,,,
8.49023,124.636,8.49166,124.633,115,48,49,1,1,1,2,1,1,,,,,,,,
8.50344,124.627,8.4891,124.639,125,56,50,1,1,1,2,1,1,,,,,,,,
8.43355,124.64,8.46722,124.649,97,98,64,1,1,1,1,1,1,,,,,,,,
8.5066,124.654,8.4956,124.643,108,48,48,1,1,1,1,1,1,,,,,,,,
8.48737,124.645,8.48244,124.644,111,47,46,1,1,1,2,1,1,,,,,,,,
8.48462,124.639,8.47621,124.629,123,85,67,1,1,1,2,1,1,,,,,,,,
8.44648,124.631,8.45422,124.632,102,46,47,1,1,1,1,1,1,,,,,,,,
8.4778,124.631,8.40784,124.613,137,283,115,1,1,1,2,2,2,,,,,,,,
8.38018,124.562,8.41978,124.613,111,56,61,1,1,1,2,3,4,,,,,,,,
8.48156,124.637,8.50449,124.62,119,148,65,1,1,1,2,1,1,,,,,,,,
8.47863,124.628,8.4066,124.612,181,349,112,1,1,1,2,2,2,,,,,,,,
8.46029,124.606,8.47195,124.618,132,60,59,1,1,1,1,2,2,,,,,,,,
8.48767,124.626,8.48768,124.626,106,47,47,1,1,1,1,1,1,,,,,,,,
8.50962,124.649,8.49532,124.631,117,72,63,1,1,1,1,3,4,,,,,,,,
8.50656,124.624,8.49273,124.627,136,59,69,1,1,1,1,1,1,,,,,,,,
8.50004,124.642,8.47558,124.65,138,96,63,1,1,1,2,4,4,,,,,,,,
8.47792,124.638,8.44654,124.631,114,145,69,1,1,1,2,1,1,,,,,,,,
8.48322,124.639,8.47155,124.629,128,105,81,1,1,1,2,1,1,,,,,,,,
8.44925,124.632,8.44956,124.632,108,59,55,1,1,1,1,1,1,,,,,,,,
8.40568,124.57,8.39216,124.536,135,70,67,1,1,1,2,1,1,,,,,,,,
8.47979,124.637,8.48359,124.594,127,244,178,1,1,1,2,3,3,,,,,,,,
8.48409,124.596,8.48372,124.597,127,45,45,1,1,1,1,1,1,,,,,,,,
8.48231,124.635,8.4639,124.571,107,301,214,1,1,1,2,2,2,,,,,,,,
8.49747,124.63,8.50851,124.624,123,50,54,1,1,1,1,1,2,,,,,,,,
8.48004,124.645,8.48688,124.631,128,112,102,1,1,1,2,3,3,,,,,,,,
8.48549,124.636,8.48674,124.647,122,64,58,1,1,1,2,2,1,,,,,,,,
8.45744,124.584,8.48039,124.611,119,54,51,1,1,1,1,1,1,,,,,,,,
8.471,124.642,8.46004,124.626,118,108,61,1,1,1,2,1,1,,,,,,,,
8.47171,124.635,8.46293,124.632,108,56,49,1,1,1,2,1,1,,,,,,,,
8.48126,124.637,8.48236,124.635,116,46,48,1,1,1,2,1,1,,,,,,,,
8.49755,124.642,8.48316,124.644,109,62,56,1,1,1,1,1,2,,,,,,,,
8.47109,124.643,8.40781,124.602,104,263,75,1,1,1,2,1,1,,,,,,,,
8.4108,124.604,8.39777,124.593,108,46,44,1,1,1,2,1,1,,,,,,,,
8.49444,124.652,8.48436,124.647,112,47,45,1,1,1,2,1,1,,,,,,,,
8.47931,124.637,8.48081,124.637,114,45,48,1,1,1,2,1,1,,,,,,,,
8.47907,124.645,8.48236,124.657,114,75,57,1,1,1,2,1,1,,,,,,,,
8.49657,124.641,8.49906,124.642,114,45,46,1,1,1,2,1,1,,,,,,,,
8.48792,124.643,8.48446,124.657,107,56,48,1,1,1,1,1,1,,,,,,,,
8.48335,124.638,8.47847,124.638,110,51,49,1,1,1,1,1,1,,,,,,,,
8.39675,124.555,8.37661,124.513,133,63,62,1,1,1,2,1,1,,,,,,,,
8.46452,124.625,8.46833,124.609,118,76,50,1,1,1,2,1,1,,,,,,,,
8.4722,124.618,8.3976,124.598,131,262,82,1,1,1,2,2,2,,,,,,,,
8.48653,124.602,8.48706,124.603,118,46,45,1,1,1,1,1,1,,,,,,,,
8.47824,124.656,8.47924,124.637,111,61,52,1,1,1,2,2,2,,,,,,,,
8.47703,124.638,8.49914,124.635,119,114,65,1,1,1,2,1,1,,,,,,,,
8.47446,124.61,8.476,124.611,125,46,49,1,1,1,1,1,1,,,,,,,,
8.47341,124.63,8.47338,124.632,121,48,50,1,1,1,1,1,1,,,,,,,,
8.48332,124.657,8.49315,124.632,111,71,55,1,1,1,2,2,2,,,,,,,,
8.46281,124.612,8.46416,124.611,96,45,44,1,1,1,1,1,1,,,,,,,,
8.47284,124.634,8.48531,124.637,135,77,60,1,1,1,2,1,1,,,,,,,,
8.40749,124.569,8.3792,124.563,111,56,52,1,1,1,2,1,1,,,,,,,,
8.47494,124.623,8.47636,124.585,106,201,90,1,1,1,2,1,1,,,,,,,,
8.47955,124.643,8.48953,124.594,101,249,224,1,1,1,2,3,3,,,,,,,,
8.50305,124.642,8.49107,124.651,111,58,50,1,1,1,1,1,1,,,,,,,,
8.50111,124.642,8.50368,124.626,112,71,56,1,1,1,2,1,1,,,,,,,,
8.48462,124.639,8.48466,124.657,122,101,57,1,1,1,2,1,1,,,,,,,,
8.4783,124.656,8.48101,124.637,109,65,54,1,1,1,2,3,3,,,,,,,,
8.47233,124.639,8.4855,124.652,129,108,64,1,1,1,2,2,3,,,,,,,,
8.49211,124.641,8.50565,124.638,110,64,49,1,1,1,2,1,1,,,,,,,,
8.50905,124.643,8.50245,124.643,105,45,45,1,1,1,1,1,1,,,,,,,,
8.47742,124.627,8.47491,124.629,130,47,48,1,1,1,1,1,1,,,,,,,,
8.47053,124.643,8.4779,124.645,117,52,53,1,1,1,1,2,2,,,,,,,,
8.45616,124.624,8.4598,124.626,118,45,45,1,1,1,1,1,1,,,,,,,,
8.48158,124.607,8.48672,124.61,106,45,45,1,1,1,1,1,1,,,,,,,,
8.472,124.617,8.4735,124.644,130,96,80,1,1,1,2,4,5,,,,,,,,
8.48341,124.597,8.46005,124.566,104,67,52,1,1,1,2,1,1,,,,,,,,
8.42577,124.615,8.48214,124.63,142,79,62,1,1,1,2,4,4,,,,,,,,
8.50776,124.637,8.47666,124.65,111,116,78,1,1,1,1,5,4,,,,,,,,
8.49894,124.642,8.47549,124.649,117,89,61,1,1,1,2,3,4,,,,,,,,
8.48577,124.636,8.48655,124.632,110,46,46,1,1,1,1,1,1,,,,,,,,
8.47248,124.63,8.47426,124.631,121,45,48,1,1,1,2,1,1,,,,,,,,
8.48792,124.643,8.48109,124.645,108,52,49,1,1,1,2,1,1,,,,,,,,
8.46414,124.625,8.46426,124.625,114,45,46,1,1,1,1,1,1,,,,,,,,
8.48004,124.645,8.48592,124.659,114,76,50,1,1,1,1,1,1,,,,,,,,
8.503,124.641,8.48469,124.639,121,60,52,1,1,1,2,1,2,,,,,,,,
8.47684,124.586,8.48366,124.597,106,46,46,1,1,1,1,1,1,,,,,,,,
8.30918,124.572,8.31222,124.554,99,46,46,1,1,1,1,1,1,,,,,,,,
8.50866,124.649,8.47301,124.638,128,95,64,1,1,1,2,4,6,,,,,,,,
8.44359,124.593,8.47306,124.62,108,56,60,1,1,1,2,3,3,,,,,,,,
8.48425,124.658,8.48489,124.655,106,44,46,1,1,1,2,1,1,,,,,,,,
8.49156,124.628,8.50606,124.625,114,54,47,1,1,1,2,1,1,,,,,,,,
8.45283,124.632,8.44559,124.633,101,45,47,1,1,1,2,1,1,,,,,,,,
8.48395,124.657,8.47993,124.656,107,46,47,1,1,1,2,1,1,,,,,,,,
8.50434,124.618,8.49043,124.611,107,54,49,1,1,1,2,1,1,,,,,,,,
8.40069,124.611,8.37821,124.61,162,47,47,1,1,1,2,1,1,,,,,,,,
8.3801,124.61,8.38646,124.61,160,45,45,1,1,1,1,1,1,,,,,,,,
8.47313,124.601,8.47314,124.602,129,46,46,1,1,1,1,1,1,,,,,,,,
8.47873,124.638,8.48773,124.627,108,96,65,1,1,1,1,1,1,,,,,,,,
8.37777,124.61,8.43482,124.619,160,51,53,1,1,1,1,3,3,,,,,,,,
8.49444,124.652,8.51088,124.637,110,68,51,1,1,1,2,1,1,,,,,,,,
8.4749,124.621,8.25354,124.564,110,367,157,1,1,1,2,2,2,,,,,,,,
8.47827,124.655,8.47977,124.656,106,45,59,1,1,1,1,1,1,,,,,,,,
8.47302,124.628,8.47507,124.631,125,44,47,1,1,1,1,1,1,,,,,,,,
8.39731,124.557,8.37545,124.511,134,69,68,1,1,1,2,1,1,,,,,,,,
8.47461,124.622,8.29378,124.59,108,357,191,1,1,1,2,2,2,,,,,,,,
8.50427,124.614,8.50088,124.6,116,52,47,1,1,1,2,1,1,,,,,,,,
8.37158,124.561,8.39234,124.557,96,45,47,1,1,1,1,1,1,,,,,,,,
8.4749,124.631,8.47303,124.635,120,49,51,1,1,1,1,1,1,,,,,,,,
8.47425,124.647,8.47867,124.627,128,101,75,1,1,1,2,5,5,,,,,,,,
8.47617,124.643,8.48614,124.639,106,65,50,1,1,1,1,2,2,,,,,,,,
8.47306,124.633,8.47134,124.643,125,61,56,1,1,1,1,2,1,,,,,,,,
8.47082,124.629,8.47032,124.629,116,46,47,1,1,1,2,1,1,,,,,,,,
8.50289,124.633,8.4852,124.654,109,88,55,1,1,1,1,3,3,,,,,,,,
8.49846,124.642,8.5028,124.643,109,45,46,1,1,1,2,1,1,,,,,,,,
8.47401,124.648,8.47295,124.645,125,44,47,1,1,1,2,1,1,,,,,,,,
8.48842,124.641,8.50911,124.647,109,105,54,1,1,1,2,1,1,,,,,,,,
8.4839,124.657,8.51382,124.639,110,142,70,1,1,1,2,1,2,,,,,,,,
8.48722,124.63,8.49923,124.623,111,57,48,1,1,1,2,1,1,,,,,,,,
8.51052,124.615,8.48925,124.603,120,62,49,1,1,1,2,1,1,,,,,,,,
8.40683,124.612,8.45175,124.623,138,58,56,1,1,1,1,3,3,,,,,,,,
8.47844,124.643,8.48891,124.64,111,82,53,1,1,1,1,2,2,,,,,,,,
8.42802,124.622,8.43078,124.617,111,45,47,1,1,1,2,1,1,,,,,,,,
8.47252,124.616,8.47186,124.639,128,80,73,1,1,1,1,4,4,,,,,,,,
8.485,124.638,8.49041,124.628,115,62,50,1,1,1,2,1,1,,,,,,,,
8.45458,124.632,8.45525,124.632,101,45,46,1,1,1,1,1,1,,,,,,,,
8.50342,124.636,8.49701,124.64,109,46,45,1,1,1,1,1,1,,,,,,,,
8.47138,124.617,8.37429,124.512,132,364,339,1,1,1,2,2,2,,,,,,,,
8.50565,124.638,8.48209,124.644,110,87,67,1,1,1,1,1,4,,,,,,,,
8.42934,124.617,8.40621,124.57,147,144,67,1,1,1,2,1,1,,,,,,,,
8.47796,124.627,8.41162,124.612,169,251,87,1,1,1,2,2,2,,,,,,,,
8.25069,124.558,8.2399,124.553,102,45,46,1,1,1,1,1,1,,,,,,,,
8.48688,124.631,8.48166,124.645,119,72,58,1,1,1,1,3,4,,,,,,,,
8.48015,124.638,8.48687,124.631,113,64,57,1,1,1,2,1,1,,,,,,,,
8.45592,124.624,8.48229,124.649,126,128,82,1,1,1,2,4,4,,,,,,,,
8.47482,124.623,8.39247,124.549,124,346,234,1,1,1,2,1,1,,,,,,,,
8.50476,124.639,8.49695,124.642,123,52,49,1,1,1,1,2,2,,,,,,,,
8.47334,124.607,8.47494,124.623,128,60,59,1,1,1,1,2,2,,,,,,,,
8.48321,124.657,8.50533,124.615,112,160,76,1,1,1,2,4,4,,,,,,,,
8.47424,124.631,8.45489,124.624,128,96,56,1,1,1,2,1,1,,,,,,,,
8.48553,124.648,8.48446,124.657,112,51,46,1,1,1,1,1,1,,,,,,,,
8.47661,124.646,8.51261,124.624,127,180,90,1,1,1,2,3,3,,,,,,,,
8.501,124.647,8.50934,124.637,112,50,49,1,1,1,2,1,1,,,,,,,,
8.48491,124.647,8.48789,124.643,112,48,45,1,1,1,2,1,1,,,,,,,,
8.45055,124.623,8.4733,124.63,122,52,51,1,1,1,2,3,3,,,,,,,,
8.30984,124.546,8.30651,124.544,100,44,46,1,1,1,1,1,1,,,,,,,,
8.4846,124.639,8.51117,124.637,122,130,58,1,1,1,2,1,1,,,,,,,,
8.50407,124.611,8.49417,124.593,102,57,50,1,1,1,2,1,1,,,,,,,,
8.48436,124.647,8.48691,124.631,121,82,57,1,1,1,2,3,2,,,,,,,,
8.47365,124.632,8.47422,124.631,123,46,48,1,1,1,2,1,1,,,,,,,,
8.47708,124.635,8.50421,124.62,116,147,75,1,1,1,2,3,4,,,,,,,,
8.47776,124.601,8.47459,124.597,127,44,45,1,1,1,1,1,1,,,,,,,,
8.50311,124.595,8.49598,124.652,108,119,78,1,1,1,2,5,4,,,,,,,,
8.47066,124.629,8.47293,124.63,120,44,46,1,1,1,2,1,1,,,,,,,,
8.38415,124.56,8.3854,124.559,97,44,45,1,1,1,1,1,1,,,,,,,,
8.44877,124.64,8.44883,124.641,97,44,45,1,1,1,1,1,1,,,,,,,,
8.4647,124.584,8.50112,124.616,117,75,57,1,1,1,1,1,1,,,,,,,,
8.45616,124.624,8.47316,124.63,125,50,51,1,1,1,2,1,1,,,,,,,,
